0 	 0.00 
1 	 4.02 
2 	 4.39 
3 	 3.56 
4 	 3.95 
5 	 4.14 
6 	 3.76 
7 	 3.90 
8 	 4.08 
9 	 3.83 
10 	 3.88 
11 	 4.04 
12 	 3.87 
13 	 3.87 
14 	 4.02 
15 	 3.90 
16 	 3.87 
17 	 4.00 
18 	 3.93 
19 	 3.86 
20 	 3.98 
21 	 3.94 
22 	 3.87 
23 	 3.96 
24 	 3.95 
25 	 3.87 
26 	 3.95 
27 	 3.96 
28 	 3.88 
29 	 3.93 
30 	 3.97 
31 	 3.89 
32 	 3.92 
33 	 3.97 
34 	 3.90 
35 	 3.91 
36 	 3.97 
37 	 3.91 
38 	 3.90 
39 	 3.97 
40 	 3.92 
41 	 3.90 
42 	 3.96 
43 	 3.93 
44 	 3.89 
45 	 3.96 
46 	 3.94 
47 	 3.89 
48 	 3.95 
49 	 3.95 
50 	 3.89 
51 	 3.94 
52 	 3.95 
53 	 3.89 
54 	 3.93 
55 	 3.96 
56 	 3.89 
57 	 3.92 
58 	 3.97 
59 	 3.90 
60 	 3.91 
61 	 3.97 
62 	 3.91 
63 	 3.90 
64 	 3.97 
65 	 3.92 
66 	 3.89 
67 	 3.97 
68 	 3.93 
69 	 3.88 
70 	 3.96 
71 	 3.94 
72 	 3.88 
73 	 3.96 
74 	 3.95 
75 	 3.87 
76 	 3.95 
77 	 3.97 
78 	 3.87 
79 	 3.94 
80 	 3.98 
81 	 3.87 
82 	 3.92 
83 	 4.00 
84 	 3.87 
85 	 3.90 
86 	 4.02 
87 	 3.88 
88 	 3.87 
89 	 4.04 
90 	 3.89 
91 	 3.82 
92 	 4.07 
93 	 3.92 
94 	 3.75 
95 	 4.12 
96 	 3.98 
97 	 3.55 
98 	 4.34 
99 	 4.13 
100 	 0.25 
101 	 -3.90 
102 	 -4.43 
103 	 -3.57 
104 	 -3.92 
105 	 -4.15 
106 	 -3.77 
107 	 -3.88 
108 	 -4.08 
109 	 -3.84 
110 	 -3.87 
111 	 -4.04 
112 	 -3.88 
113 	 -3.86 
114 	 -4.02 
115 	 -3.91 
116 	 -3.86 
117 	 -3.99 
118 	 -3.93 
119 	 -3.86 
120 	 -3.97 
121 	 -3.95 
122 	 -3.87 
123 	 -3.96 
124 	 -3.96 
125 	 -3.87 
126 	 -3.94 
127 	 -3.97 
128 	 -3.88 
129 	 -3.93 
130 	 -3.97 
131 	 -3.89 
132 	 -3.92 
133 	 -3.97 
134 	 -3.90 
135 	 -3.91 
136 	 -3.97 
137 	 -3.91 
138 	 -3.90 
139 	 -3.97 
140 	 -3.92 
141 	 -3.89 
142 	 -3.96 
143 	 -3.93 
144 	 -3.89 
145 	 -3.96 
146 	 -3.94 
147 	 -3.89 
148 	 -3.95 
149 	 -3.95 
150 	 -3.89 
151 	 -3.94 
152 	 -3.96 
153 	 -3.89 
154 	 -3.93 
155 	 -3.96 
156 	 -3.90 
157 	 -3.92 
158 	 -3.97 
159 	 -3.90 
160 	 -3.91 
161 	 -3.97 
162 	 -3.91 
163 	 -3.90 
164 	 -3.97 
165 	 -3.92 
166 	 -3.89 
167 	 -3.97 
168 	 -3.93 
169 	 -3.88 
170 	 -3.96 
171 	 -3.94 
172 	 -3.88 
173 	 -3.95 
174 	 -3.96 
175 	 -3.87 
176 	 -3.94 
177 	 -3.97 
178 	 -3.87 
179 	 -3.93 
180 	 -3.99 
181 	 -3.87 
182 	 -3.91 
183 	 -4.00 
184 	 -3.88 
185 	 -3.89 
186 	 -4.02 
187 	 -3.89 
188 	 -3.86 
189 	 -4.04 
190 	 -3.91 
191 	 -3.81 
192 	 -4.06 
193 	 -3.94 
194 	 -3.74 
195 	 -4.11 
196 	 -4.01 
197 	 -3.55 
198 	 -4.28 
199 	 -4.23 
